Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit;Month;Year
5225;US-2017-109582;09.12.2017;17.09.2017;Second Class;JM-15865;John Murray;Consumer;United States;Los Angeles;California;90036;West;OFF-PA-10004071;Office Supplies;Paper;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;166;3;0%;798912;dek;2017
5226;CA-2016-119865;21.06.2016;26.06.2016;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;New York City;New York;10011;East;OFF-BI-10001553;Office Supplies;Binders;SpineVue Locking Slant-D Ring Binders by Cardinal;37;5;20%;12796;iyn;2016
5227;CA-2016-119865;21.06.2016;26.06.2016;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;New York City;New York;10011;East;OFF-BI-10003007;Office Supplies;Binders;"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""";186144;6;20%;604968;iyn;2016
5228;CA-2016-119865;21.06.2016;26.06.2016;Standard Class;AS-10090;Adam Shillingsburg;Consumer;United States;New York City;New York;10011;East;FUR-BO-10003272;Furniture;Bookcases;O'Sullivan Living Dimensions 5-Shelf Bookcases;353568;2;20%;-44196;iyn;2016
5229;US-2014-147648;26.11.2014;12.01.2014;Standard Class;LS-16975;Lindsay Shagiari;Home Office;United States;San Francisco;California;94109;West;OFF-PA-10001033;Office Supplies;Paper;Xerox 1893;82;2;0%;401702;noy;2014
5230;CA-2017-124436;19.03.2017;22.03.2017;Second Class;SA-20830;Sue Ann Reed;Consumer;United States;Fresno;California;93727;West;OFF-BI-10001553;Office Supplies;Binders;SpineVue Locking Slant-D Ring Binders by Cardinal;14624;2;20%;51184;mar;2017
5231;CA-2017-124436;19.03.2017;22.03.2017;Second Class;SA-20830;Sue Ann Reed;Consumer;United States;Fresno;California;93727;West;FUR-TA-10001095;Furniture;Tables;Chromcraft Round Conference Tables;697;5;20%;87145;mar;2017
5232;CA-2017-124436;19.03.2017;22.03.2017;Second Class;SA-20830;Sue Ann Reed;Consumer;United States;Fresno;California;93727;West;FUR-FU-10001185;Furniture;Furnishings;Advantus Employee of the Month Certificate Frame, 11 x 13-1/2;31;1;0%;126813;mar;2017
5233;CA-2017-124436;19.03.2017;22.03.2017;Second Class;SA-20830;Sue Ann Reed;Consumer;United States;Fresno;California;93727;West;OFF-BI-10000343;Office Supplies;Binders;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";27496;7;20%;92799;mar;2017
5234;CA-2014-115084;18.10.2014;22.10.2014;Standard Class;LS-17200;Luke Schmidt;Corporate;United States;Texarkana;Arkansas;71854;South;FUR-CH-10004626;Furniture;Chairs;Office Star Flex Back Scooter Chair with Aluminum Finish Frame;605;6;0%;1452816;okt;2014
5235;CA-2017-131037;22.08.2017;23.08.2017;First Class;TM-21490;Tony Molinari;Consumer;United States;San Francisco;California;94110;West;FUR-TA-10001768;Furniture;Tables;Hon Racetrack Conference Tables;210008;1;20%;26251;avq;2017
5236;CA-2016-111143;19.11.2016;22.11.2016;First Class;TT-21265;Tim Taslimi;Corporate;United States;Indianapolis;Indiana;46203;Central;OFF-AP-10001947;Office Supplies;Appliances;Acco 6 Outlet Guardian Premium Plus Surge Suppressor;55;3;0%;159384;noy;2016
5237;CA-2014-166744;20.09.2014;24.09.2014;Standard Class;DN-13690;Duane Noonan;Consumer;United States;Columbia;Maryland;21044;East;FUR-FU-10004952;Furniture;Furnishings;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx;164;3;0%;509082;sen;2014
5238;CA-2014-166744;20.09.2014;24.09.2014;Standard Class;DN-13690;Duane Noonan;Consumer;United States;Columbia;Maryland;21044;East;FUR-BO-10001337;Furniture;Bookcases;O'Sullivan Living Dimensions 2-Shelf Bookcases;363;3;0%;36294;sen;2014
5239;CA-2014-166744;20.09.2014;24.09.2014;Standard Class;DN-13690;Duane Noonan;Consumer;United States;Columbia;Maryland;21044;East;TEC-AC-10003628;Technology;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;60;2;0%;263912;sen;2014
5240;CA-2016-116561;09.11.2016;17.09.2016;Standard Class;EB-14110;Eugene Barchas;Consumer;United States;San Jose;California;95123;West;OFF-ST-10004186;Office Supplies;Storage;"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D";333;3;0%;66588;noy;2016
5241;CA-2016-116561;09.11.2016;17.09.2016;Standard Class;EB-14110;Eugene Barchas;Consumer;United States;San Jose;California;95123;West;OFF-BI-10001658;Office Supplies;Binders;GBC Standard Therm-A-Bind Covers;39872;2;20%;129584;noy;2016
5242;CA-2016-110730;23.09.2016;26.09.2016;Second Class;CM-11815;Candace McMahon;Corporate;United States;Seattle;Washington;98115;West;OFF-SU-10004737;Office Supplies;Supplies;Acme Design Stainless Steel Bent Scissors;14;2;0%;36936;sen;2016
5243;CA-2017-146367;08.04.2017;08.08.2017;Standard Class;HM-14860;Harry Marie;Corporate;United States;Carrollton;Texas;75007;Central;OFF-BI-10002827;Office Supplies;Binders;Avery Durable Poly Binders;3318;3;80%;-56406;apr;2017
5244;CA-2016-149454;25.07.2016;26.07.2016;First Class;KM-16375;Katherine Murray;Home Office;United States;Arlington;Virginia;22204;South;OFF-BI-10003694;Office Supplies;Binders;"Avery 3 1/2"" Diskette Storage Pages, 10/Pack";16346;1;0%;48024;iyl;2016
5245;CA-2016-156265;08.02.2016;08.04.2016;Second Class;BF-11020;Barry Französisch;Corporate;United States;Los Angeles;California;90032;West;FUR-TA-10001691;Furniture;Tables;Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops;136464;2;20%;153522;fev;2016
5246;CA-2016-156265;08.02.2016;08.04.2016;Second Class;BF-11020;Barry Französisch;Corporate;United States;Los Angeles;California;90032;West;TEC-PH-10001918;Technology;Phones;Nortel Business Series Terminal T7208 Digital phone;333576;3;20%;333576;fev;2016
5247;CA-2016-156265;08.02.2016;08.04.2016;Second Class;BF-11020;Barry Französisch;Corporate;United States;Los Angeles;California;90032;West;OFF-BI-10000285;Office Supplies;Binders;XtraLife ClearVue Slant-D Ring Binders by Cardinal;12544;2;20%;4704;fev;2016
5248;US-2015-168914;21.05.2015;27.05.2015;Standard Class;JE-15745;Joel Eaton;Consumer;United States;Frankfort;Illinois;60423;Central;OFF-AP-10000358;Office Supplies;Appliances;Fellowes Basic Home/Office Series Surge Protectors;20768;8;80%;-529584;may;2015
5249;US-2017-110989;11.03.2017;11.05.2017;Second Class;EJ-14155;Eva Jacobs;Consumer;United States;Seattle;Washington;98105;West;TEC-AC-10002345;Technology;Accessories;HP Standard 104 key PS/2 Keyboard;44;3;0%;10875;mar;2017
5250;CA-2015-106215;16.04.2015;21.04.2015;Standard Class;BN-11470;Brad Norvell;Corporate;United States;Philadelphia;Pennsylvania;19143;East;OFF-FA-10001229;Office Supplies;Fasteners;Staples;12576;4;20%;40872;apr;2015
5251;US-2016-169369;12.12.2016;18.12.2016;Standard Class;EC-14050;Erin Creighton;Consumer;United States;Columbus;Georgia;31907;South;TEC-AC-10001314;Technology;Accessories;Case Logic 2.4GHz Wireless Keyboard;250;5;0%;19996;dek;2016
5252;US-2016-169369;12.12.2016;18.12.2016;Standard Class;EC-14050;Erin Creighton;Consumer;United States;Columbus;Georgia;31907;South;OFF-PA-10004438;Office Supplies;Paper;Xerox 1907;49;4;0%;230864;dek;2016
5253;CA-2015-132318;30.10.2015;11.02.2015;First Class;TT-21220;Thomas Thornton;Consumer;United States;Virginia Beach;Virginia;23464;South;OFF-AP-10000026;Office Supplies;Appliances;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;183;3;0%;530439;okt;2015
5254;US-2014-131982;03.07.2014;03.11.2014;Second Class;NP-18685;Nora Pelletier;Home Office;United States;Des Moines;Washington;98198;West;OFF-BI-10004224;Office Supplies;Binders;Catalog Binders with Expanding Posts;107648;2;20%;34;iyl;2014
5255;CA-2015-125185;03.05.2015;03.07.2015;Second Class;AH-10195;Alan Haines;Corporate;United States;Bethlehem;Pennsylvania;18018;East;FUR-CH-10002647;Furniture;Chairs;Situations Contoured Folding Chairs, 4/Set;99372;2;30%;-7098;may;2015
5256;CA-2015-125185;03.05.2015;03.07.2015;Second Class;AH-10195;Alan Haines;Corporate;United States;Bethlehem;Pennsylvania;18018;East;FUR-FU-10003247;Furniture;Furnishings;36X48 HARDFLOOR CHAIRMAT;33568;2;20%;-54548;may;2015
5257;CA-2016-130078;08.08.2016;14.08.2016;Standard Class;CC-12145;Charles Crestani;Consumer;United States;Oklahoma City;Oklahoma;73120;Central;OFF-PA-10003270;Office Supplies;Paper;Xerox 1954;20729;2;0%;4752;avq;2016
5258;US-2017-114034;01.03.2017;01.08.2017;Standard Class;DL-13315;Delfina Latchford;Consumer;United States;Rancho Cucamonga;California;91730;West;OFF-PA-10004735;Office Supplies;Paper;Xerox 1905;39;6;0%;186624;mar;2017
5259;US-2017-115595;10.09.2017;10.11.2017;First Class;XP-21865;Xylona Preis;Consumer;United States;Los Angeles;California;90032;West;OFF-PA-10001745;Office Supplies;Paper;"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page";35;5;0%;16544;sen;2017
5260;CA-2017-158722;20.10.2017;26.10.2017;Standard Class;MA-17560;Matt Abelman;Home Office;United States;Philadelphia;Pennsylvania;19120;East;OFF-PA-10000176;Office Supplies;Paper;Xerox 1887;45528;3;20%;159348;okt;2017
5261;CA-2014-105165;09.07.2014;09.10.2014;First Class;SZ-20035;Sam Zeldin;Home Office;United States;Houston;Texas;77036;Central;TEC-PH-10000675;Technology;Phones;Panasonic KX TS3282B Corded phone;196776;3;20%;147582;iyl;2014
5262;CA-2014-105165;09.07.2014;09.10.2014;First Class;SZ-20035;Sam Zeldin;Home Office;United States;Houston;Texas;77036;Central;OFF-BI-10000050;Office Supplies;Binders;Angle-D Binders with Locking Rings, Label Holders;33635;2;80%;-4818;iyl;2014
5263;CA-2014-105165;09.07.2014;09.10.2014;First Class;SZ-20035;Sam Zeldin;Home Office;United States;Houston;Texas;77036;Central;FUR-TA-10004154;Furniture;Tables;Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer;200795;1;30%;-22948;iyl;2014
5264;CA-2014-105165;09.07.2014;09.10.2014;First Class;SZ-20035;Sam Zeldin;Home Office;United States;Houston;Texas;77036;Central;TEC-AC-10002718;Technology;Accessories;Belkin Standard 104 key USB Keyboard;46688;4;20%;-2918;iyl;2014
5265;CA-2014-105165;09.07.2014;09.10.2014;First Class;SZ-20035;Sam Zeldin;Home Office;United States;Houston;Texas;77036;Central;OFF-AR-10003179;Office Supplies;Art;Dixon Ticonderoga Core-Lock Colored Pencils;21864;3;20%;35529;iyl;2014
5266;CA-2017-147452;30.09.2017;10.03.2017;First Class;CS-11845;Cari Sayre;Corporate;United States;Seattle;Washington;98103;West;OFF-PA-10001838;Office Supplies;Paper;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages";28065;2;0%;57624;sen;2017
5267;CA-2017-147452;30.09.2017;10.03.2017;First Class;CS-11845;Cari Sayre;Corporate;United States;Seattle;Washington;98103;West;OFF-PA-10004039;Office Supplies;Paper;Xerox 1882;168;3;0%;822906;sen;2017
5268;CA-2017-147452;30.09.2017;10.03.2017;First Class;CS-11845;Cari Sayre;Corporate;United States;Seattle;Washington;98103;West;OFF-AP-10001626;Office Supplies;Appliances;Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags;32568;1;0%;10114;sen;2017
5269;US-2017-114657;16.11.2017;21.11.2017;Standard Class;MH-18115;Mick Hernandez;Home Office;United States;Yonkers;New York;10701;East;TEC-MA-10003173;Technology;Machines;Hewlett-Packard 300S Scientific Calculator;52;4;0%;241224;noy;2017
5270;CA-2017-144484;09.11.2017;09.11.2017;Same Day;CB-12025;Cassandra Brandow;Consumer;United States;San Francisco;California;94110;West;FUR-FU-10000260;Furniture;Furnishings;"6"" Cubicle Wall Clock, Black";32;4;0%;116496;noy;2017
5271;CA-2017-144484;09.11.2017;09.11.2017;Same Day;CB-12025;Cassandra Brandow;Consumer;United States;San Francisco;California;94110;West;OFF-AP-10004487;Office Supplies;Appliances;Kensington 4 Outlet MasterPiece Compact Power Control Center;407;5;0%;113848;noy;2017
5272;CA-2017-125913;16.01.2017;16.01.2017;Same Day;JO-15145;Jack O'Briant;Corporate;United States;Los Angeles;California;90008;West;FUR-FU-10001487;Furniture;Furnishings;Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood;28;4;0%;80968;yan;2017
5273;CA-2017-125913;16.01.2017;16.01.2017;Same Day;JO-15145;Jack O'Briant;Corporate;United States;Los Angeles;California;90008;West;FUR-TA-10001520;Furniture;Tables;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;399672;7;20%;-149877;yan;2017
5274;US-2016-158309;26.11.2016;29.11.2016;First Class;PA-19060;Pete Armstrong;Home Office;United States;Miami;Florida;33142;South;OFF-BI-10000145;Office Supplies;Binders;Zipper Ring Binder Pockets;3744;4;70%;-26208;noy;2016
5275;CA-2015-162887;11.07.2015;11.09.2015;Second Class;SV-20785;Stewart Visinsky;Consumer;United States;Burlington;Vermont;5408;East;FUR-CH-10000595;Furniture;Chairs;Safco Contoured Stacking Chairs;715;3;0%;179;iyl;2015
5276;CA-2017-147333;14.12.2017;20.12.2017;Standard Class;KL-16555;Kelly Lampkin;Corporate;United States;Fayetteville;Arkansas;72701;South;TEC-AC-10004469;Technology;Accessories;Microsoft Sculpt Comfort Mouse;160;4;0%;70312;dek;2017
5277;CA-2017-147333;14.12.2017;20.12.2017;Standard Class;KL-16555;Kelly Lampkin;Corporate;United States;Fayetteville;Arkansas;72701;South;TEC-AC-10003038;Technology;Accessories;Kingston Digital DataTraveler 16GB USB 2.0;45;5;0%;85025;dek;2017
5278;CA-2014-113859;13.09.2014;17.09.2014;Standard Class;BC-11125;Becky Castell;Home Office;United States;Odessa;Texas;79762;Central;FUR-CH-10004698;Furniture;Chairs;Padded Folding Chairs, Black, 4/Carton;340116;6;30%;-97176;sen;2014
5279;CA-2014-159681;12.07.2014;13.12.2014;Standard Class;PO-18850;Patrick O'Brill;Consumer;United States;Virginia Beach;Virginia;23464;South;OFF-PA-10003641;Office Supplies;Paper;Xerox 1909;106;4;0%;485392;iyl;2014
5280;US-2017-104094;09.07.2017;09.11.2017;Standard Class;AG-10675;Anna Gayman;Consumer;United States;Milwaukee;Wisconsin;53209;Central;TEC-AC-10002134;Technology;Accessories;Rosewill 107 Normal Keys USB Wired Standard Keyboard;13;1;0%;18872;iyl;2017
5281;CA-2017-152709;10.07.2017;10.12.2017;Standard Class;DB-13210;Dean Braden;Consumer;United States;Detroit;Michigan;48234;Central;OFF-ST-10001837;Office Supplies;Storage;SAFCO Mobile Desk Side File, Wire Frame;86;2;0%;222352;iyl;2017
5282;CA-2015-105158;09.05.2015;09.10.2015;Standard Class;SP-20860;Sung Pak;Corporate;United States;Rochester;Minnesota;55901;Central;FUR-FU-10001706;Furniture;Furnishings;Longer-Life Soft White Bulbs;42522;2;0%;29568;may;2015
5283;CA-2015-105158;09.05.2015;09.10.2015;Standard Class;SP-20860;Sung Pak;Corporate;United States;Rochester;Minnesota;55901;Central;OFF-PA-10001970;Office Supplies;Paper;Xerox 1881;37;3;0%;173148;may;2015
5284;CA-2014-133424;30.03.2014;04.04.2014;Standard Class;Dl-13600;Dorris liebe;Corporate;United States;Seattle;Washington;98105;West;OFF-ST-10002957;Office Supplies;Storage;Sterilite Show Offs Storage Containers;16;3;0%;0;mar;2014
5285;CA-2014-133424;30.03.2014;04.04.2014;Standard Class;Dl-13600;Dorris liebe;Corporate;United States;Seattle;Washington;98105;West;OFF-LA-10002312;Office Supplies;Labels;Avery 490;44;3;0%;46075;mar;2014
5286;CA-2017-105991;05.05.2017;05.06.2017;First Class;LH-17020;Lisa Hazard;Consumer;United States;Louisville;Colorado;80027;West;OFF-EN-10002600;Office Supplies;Envelopes;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;21;9;20%;7434;may;2017
5287;CA-2017-105991;05.05.2017;05.06.2017;First Class;LH-17020;Lisa Hazard;Consumer;United States;Louisville;Colorado;80027;West;OFF-BI-10003274;Office Supplies;Binders;Avery Durable Slant Ring Binders, No Labels;9552;8;70%;-73232;may;2017
5288;CA-2017-105991;05.05.2017;05.06.2017;First Class;LH-17020;Lisa Hazard;Consumer;United States;Louisville;Colorado;80027;West;FUR-BO-10004467;Furniture;Bookcases;Bestar Classic Bookcase;89991;3;70%;-1529847;may;2017
5289;US-2017-136784;30.04.2017;05.05.2017;Standard Class;AD-10180;Alan Dominguez;Home Office;United States;San Francisco;California;94122;West;OFF-PA-10000675;Office Supplies;Paper;Xerox 1919;164;4;0%;803404;apr;2017
5290;CA-2014-146283;09.08.2014;15.09.2014;Standard Class;KT-16465;Kean Takahito;Consumer;United States;Houston;Texas;77036;Central;OFF-PA-10002259;Office Supplies;Paper;"Geographics Note Cards, Blank, White, 8 1/2"" x 11""";17904;2;20%;62664;avq;2014
5291;CA-2014-146283;09.08.2014;15.09.2014;Standard Class;KT-16465;Kean Takahito;Consumer;United States;Houston;Texas;77036;Central;FUR-CH-10004287;Furniture;Chairs;SAFCO Arco Folding Chair;967;5;30%;-14;avq;2014
5292;CA-2014-146283;09.08.2014;15.09.2014;Standard Class;KT-16465;Kean Takahito;Consumer;United States;Houston;Texas;77036;Central;OFF-PA-10000482;Office Supplies;Paper;Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;182112;6;20%;614628;avq;2014
5293;CA-2017-151218;20.06.2017;23.06.2017;First Class;PJ-19015;Pauline Johnson;Consumer;United States;Miami;Florida;33180;South;OFF-ST-10004835;Office Supplies;Storage;Plastic Stacking Crates & Casters;4464;1;20%;0;iyn;2017
5294;CA-2015-111073;26.12.2015;30.12.2015;Standard Class;MC-18100;Mick Crebagga;Consumer;United States;Medina;Ohio;44256;East;FUR-TA-10004086;Furniture;Tables;KI Adjustable-Height Table;51588;1;40%;-154764;dek;2015
5295;CA-2017-144883;15.08.2017;19.08.2017;Standard Class;BO-11350;Bill Overfelt;Corporate;United States;Roseville;Minnesota;55113;Central;OFF-LA-10000305;Office Supplies;Labels;Avery 495;50;8;0%;23184;avq;2017
5296;CA-2017-142174;03.04.2017;03.09.2017;Standard Class;DP-13000;Darren Powers;Consumer;United States;Houston;Texas;77041;Central;OFF-PA-10000806;Office Supplies;Paper;Xerox 1934;89568;2;20%;324684;apr;2017
5297;CA-2017-108791;27.07.2017;31.07.2017;Standard Class;TM-21490;Tony Molinari;Consumer;United States;Yonkers;New York;10701;East;FUR-FU-10004018;Furniture;Furnishings;Tensor Computer Mounted Lamp;15;1;0%;40203;iyl;2017
5298;CA-2017-108791;27.07.2017;31.07.2017;Standard Class;TM-21490;Tony Molinari;Consumer;United States;Yonkers;New York;10701;East;TEC-PH-10002660;Technology;Phones;Nortel Networks T7316 E Nt8 B27;544;8;0%;136;iyl;2017
5299;CA-2016-106656;23.09.2016;26.09.2016;First Class;DV-13045;Darrin Van Huff;Corporate;United States;San Diego;California;92037;West;OFF-EN-10001509;Office Supplies;Envelopes;Poly String Tie Envelopes;46238;2;0%;19176;sen;2016
5300;CA-2016-106656;23.09.2016;26.09.2016;First Class;DV-13045;Darrin Van Huff;Corporate;United States;San Diego;California;92037;West;OFF-LA-10003148;Office Supplies;Labels;Avery 51;46283;3;0%;8694;sen;2016
5301;CA-2016-113831;30.05.2016;06.03.2016;Standard Class;AH-10690;Anna Häberlin;Corporate;United States;Springfield;Virginia;22153;South;FUR-TA-10002645;Furniture;Tables;Hon Rectangular Conference Tables;2276;10;0%;386835;may;2016
5302;CA-2016-113831;30.05.2016;06.03.2016;Standard Class;AH-10690;Anna Häberlin;Corporate;United States;Springfield;Virginia;22153;South;TEC-AC-10003033;Technology;Accessories;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;1980;6;0%;653301;may;2016
5303;CA-2016-113831;30.05.2016;06.03.2016;Standard Class;AH-10690;Anna Häberlin;Corporate;United States;Springfield;Virginia;22153;South;OFF-LA-10001297;Office Supplies;Labels;Avery 473;62;6;0%;29808;may;2016
5304;US-2014-139500;16.11.2014;20.11.2014;Standard Class;AB-10165;Alan Barnes;Consumer;United States;Decatur;Illinois;62521;Central;FUR-CH-10002017;Furniture;Chairs;SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair;37296;2;30%;-10656;noy;2014
5305;US-2014-166310;21.09.2014;23.09.2014;First Class;JS-15940;Joni Sundaresam;Home Office;United States;Garland;Texas;75043;Central;FUR-FU-10001546;Furniture;Furnishings;Dana Swing-Arm Lamps;8544;2;60%;-7476;sen;2014
5306;US-2016-168410;21.02.2016;26.02.2016;Standard Class;BV-11245;Benjamin Venier;Corporate;United States;Oceanside;New York;11572;East;FUR-FU-10000629;Furniture;Furnishings;9-3/4 Diameter Round Wall Clock;69;5;0%;28959;fev;2016
5307;US-2016-168410;21.02.2016;26.02.2016;Standard Class;BV-11245;Benjamin Venier;Corporate;United States;Oceanside;New York;11572;East;OFF-ST-10000036;Office Supplies;Storage;Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16;296;3;0%;800199;fev;2016
5308;US-2016-168410;21.02.2016;26.02.2016;Standard Class;BV-11245;Benjamin Venier;Corporate;United States;Oceanside;New York;11572;East;TEC-PH-10002583;Technology;Phones;iOttie HLCRIO102 Car Mount;40;2;0%;1999;fev;2016
5309;CA-2017-131254;19.11.2017;21.11.2017;First Class;NC-18415;Nathan Cano;Consumer;United States;Houston;Texas;77095;Central;FUR-CH-10003774;Furniture;Chairs;Global Wood Trimmed Manager's Task Chair, Khaki;191058;3;30%;-463998;noy;2017
5310;CA-2017-131254;19.11.2017;21.11.2017;First Class;NC-18415;Nathan Cano;Consumer;United States;Houston;Texas;77095;Central;OFF-AR-10003876;Office Supplies;Art;Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink;46125;5;20%;3912;noy;2017
5311;CA-2017-131254;19.11.2017;21.11.2017;First Class;NC-18415;Nathan Cano;Consumer;United States;Houston;Texas;77095;Central;OFF-BI-10003527;Office Supplies;Binders;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;1525188;6;80%;-2287782;noy;2017
5312;CA-2016-123414;21.08.2016;27.08.2016;Standard Class;SU-20665;Stephanie Ulpright;Home Office;United States;Greenville;North Carolina;27834;South;OFF-LA-10004559;Office Supplies;Labels;Avery 49;9216;4;20%;33408;avq;2016
5313;CA-2016-123414;21.08.2016;27.08.2016;Standard Class;SU-20665;Stephanie Ulpright;Home Office;United States;Greenville;North Carolina;27834;South;OFF-SU-10002573;Office Supplies;Supplies;"Acme 10"" Easy Grip Assistive Scissors";28048;2;20%;3506;avq;2016
5314;CA-2017-137876;30.04.2017;05.05.2017;Standard Class;DJ-13510;Don Jones;Corporate;United States;San Francisco;California;94110;West;FUR-FU-10000222;Furniture;Furnishings;"Seth Thomas 16"" Steel Case Clock";65;2;0%;214368;apr;2017
5315;CA-2017-137876;30.04.2017;05.05.2017;Standard Class;DJ-13510;Don Jones;Corporate;United States;San Francisco;California;94110;West;OFF-EN-10001219;Office Supplies;Envelopes;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";31;4;0%;149744;apr;2017
5316;CA-2016-154060;05.02.2016;05.08.2016;Standard Class;DL-12865;Dan Lawera;Consumer;United States;Greensboro;North Carolina;27405;South;FUR-CH-10002304;Furniture;Chairs;Global Stack Chair without Arms, Black;187056;9;20%;11691;fev;2016
5317;US-2017-162558;10.02.2017;10.05.2017;First Class;Dp-13240;Dean percer;Home Office;United States;Knoxville;Tennessee;37918;South;FUR-FU-10002364;Furniture;Furnishings;Eldon Expressions Wood Desk Accessories, Oak;11808;2;20%;13284;fev;2017
5318;US-2017-162558;10.02.2017;10.05.2017;First Class;Dp-13240;Dean percer;Home Office;United States;Knoxville;Tennessee;37918;South;FUR-FU-10004864;Furniture;Furnishings;Eldon 500 Class Desk Accessories;9656;1;20%;15691;fev;2017
5319;US-2017-162558;10.02.2017;10.05.2017;First Class;Dp-13240;Dean percer;Home Office;United States;Knoxville;Tennessee;37918;South;OFF-PA-10003172;Office Supplies;Paper;Xerox 1996;20736;4;20%;72576;fev;2017
5320;US-2017-162558;10.02.2017;10.05.2017;First Class;Dp-13240;Dean percer;Home Office;United States;Knoxville;Tennessee;37918;South;OFF-BI-10000977;Office Supplies;Binders;Ibico Plastic Spiral Binding Combs;27;3;70%;-21888;fev;2017
5321;US-2017-162558;10.02.2017;10.05.2017;First Class;Dp-13240;Dean percer;Home Office;United States;Knoxville;Tennessee;37918;South;FUR-TA-10000198;Furniture;Tables;Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;2314116;7;40%;-10027836;fev;2017
5322;US-2017-162558;10.02.2017;10.05.2017;First Class;Dp-13240;Dean percer;Home Office;United States;Knoxville;Tennessee;37918;South;OFF-BI-10003984;Office Supplies;Binders;Lock-Up Easel 'Spel-Binder';34236;4;70%;-262476;fev;2017
5323;US-2017-162558;10.02.2017;10.05.2017;First Class;Dp-13240;Dean percer;Home Office;United States;Knoxville;Tennessee;37918;South;FUR-FU-10003691;Furniture;Furnishings;Eldon Image Series Desk Accessories, Ebony;20;2;20%;5928;fev;2017
5324;CA-2017-134439;18.09.2017;23.09.2017;Second Class;TM-21010;Tamara Manning;Consumer;United States;Grand Island;Nebraska;68801;Central;OFF-PA-10004082;Office Supplies;Paper;Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book;16;2;0%;35977;sen;2017
5325;CA-2015-119508;12.04.2015;12.09.2015;Standard Class;TZ-21580;Tracy Zic;Consumer;United States;Lakewood;California;90712;West;OFF-AR-10003723;Office Supplies;Art;Avery Hi-Liter Fluorescent Desk Style Markers;46281;5;0%;6253;apr;2015
5326;CA-2015-119508;12.04.2015;12.09.2015;Standard Class;TZ-21580;Tracy Zic;Consumer;United States;Lakewood;California;90712;West;FUR-FU-10004270;Furniture;Furnishings;Eldon Image Series Desk Accessories, Burgundy;46259;6;0%;90288;apr;2015
5327;CA-2015-152681;17.01.2015;22.01.2015;Standard Class;SC-20260;Scott Cohen;Corporate;United States;Lawrence;Massachusetts;1841;East;OFF-AR-10003183;Office Supplies;Art;Avery Fluorescent Highlighter Four-Color Set;24990;2;0%;2004;yan;2015
5328;CA-2014-130813;01.06.2014;01.08.2014;Second Class;LS-17230;Lycoris Saunders;Consumer;United States;Los Angeles;California;90049;West;OFF-PA-10002005;Office Supplies;Paper;Xerox 225;19;3;0%;93312;iyn;2014
5329;CA-2015-120320;03.05.2015;03.09.2015;Standard Class;MV-18190;Mike Vittorini;Consumer;United States;Houston;Texas;77036;Central;TEC-PH-10000149;Technology;Phones;Cisco SPA525G2 IP Phone - Wireless;32;2;20%;2394;may;2015
5330;CA-2016-111941;25.12.2016;28.12.2016;Second Class;BD-11620;Brian DeCherney;Consumer;United States;New York City;New York;10035;East;OFF-BI-10001524;Office Supplies;Binders;GBC Premium Transparent Covers with Diagonal Lined Pattern;33568;2;20%;117488;dek;2016
5331;CA-2016-123120;09.04.2016;09.08.2016;Standard Class;CV-12295;Christina VanderZanden;Consumer;United States;New York City;New York;10011;East;FUR-FU-10004748;Furniture;Furnishings;"Howard Miller 16"" Diameter Gallery Wall Clock";64;1;0%;249366;apr;2016
